DateTime,Open,High,Low,Close,Volume
2026-04-08T17:14:00.000+0300,259.05,259.05,258.81,258.85,81155
2026-04-08T17:15:00.000+0300,258.85,259.1,258.84,259.1,65721
2026-04-08T17:16:00.000+0300,259.11,259.13,258.7,258.72,42844
2026-04-08T17:17:00.000+0300,258.75,258.87,258.69,258.74,43018
2026-04-08T17:18:00.000+0300,258.74,258.78,258.33,258.35,78963
2026-04-08T17:19:00.000+0300,258.38,258.52,258.31,258.4,48863
2026-04-08T17:20:00.000+0300,258.42,258.72,258.36,258.56,35471
2026-04-08T17:21:00.000+0300,258.56,258.93,258.55,258.74,49617
2026-04-08T17:22:00.000+0300,258.75,258.85,258.6,258.69,52842
2026-04-08T17:23:00.000+0300,258.72,258.72,258.44,258.44,35009
2026-04-08T17:24:00.000+0300,258.46,258.58,258.39,258.4,81638
2026-04-08T17:25:00.000+0300,258.4,258.42,258.03,258.23,120969
2026-04-08T17:26:00.000+0300,258.25,258.4,258.08,258.35,73575
2026-04-08T17:27:00.000+0300,258.35,258.62,258.35,258.45,74437
2026-04-08T17:28:00.000+0300,258.46,258.6,258.12,258.2,37548
2026-04-08T17:29:00.000+0300,258.2,258.23,258.1,258.13,38831
2026-04-08T17:30:00.000+0300,258.14,258.18,257.69,257.86,104897
2026-04-08T17:31:00.000+0300,257.9,258.04,257.64,257.91,106220
2026-04-08T17:32:00.000+0300,257.91,258.04,257.9,257.94,82755
2026-04-08T17:33:00.000+0300,257.92,258.09,257.86,258.05,74951
2026-04-08T17:34:00.000+0300,258.06,258.09,257.89,258.05,45554
2026-04-08T17:35:00.000+0300,258.06,258.21,257.93,258.2,72295
2026-04-08T17:36:00.000+0300,258.19,258.28,258.04,258.18,87008
2026-04-08T17:37:00.000+0300,258.2,258.38,258.12,258.31,54161
2026-04-08T17:38:00.000+0300,258.32,258.32,258.0,258.02,36357
2026-04-08T17:39:00.000+0300,258.03,258.35,258.01,258.35,52230
2026-04-08T17:40:00.000+0300,258.35,258.45,258.15,258.31,35965
2026-04-08T17:41:00.000+0300,258.31,258.4,258.27,258.34,41181
2026-04-08T17:42:00.000+0300,258.35,258.52,258.25,258.49,43619
2026-04-08T17:43:00.000+0300,258.52,258.58,258.32,258.4,32186
2026-04-08T17:44:00.000+0300,258.39,258.43,258.25,258.3,36372
2026-04-08T17:45:00.000+0300,258.3,258.38,258.09,258.15,31549
